doc_id,query,product,section,type,hit,rank
d561bf2f-ec77-4e91-953b-1390270f13bf,Phí phát hành thẻ Vietcombank Mastercard® là bao nhiêu?,Vietcombank Mastercard®,fee,card,True,1
11a050b2-f8c5-4fae-8eb1-d846e493b309,Thẻ Vietcombank Visa Snack có những ưu đãi gì?,Vietcombank Visa Snack,benefit,card,True,1
c60f6052-4e77-4bc8-9717-db7cc873a027,Ai được làm thẻ Vietcombank Visa Snack Vietcombank?,Vietcombank Visa Snack,condition,card,True,3
9eb76034-8d08-40d8-b74e-499b848ceaaf,Thẻ Vietcombank Visa Snack VCB có những tính năng gì?,Vietcombank Visa Snack,overview,card,True,2
34e505a4-b83e-491a-9360-b3b5410a8564,Thẻ Vietcombank Visa Snack mất phí bao nhiêu mỗi năm?,Vietcombank Visa Snack,fee,card,True,1
451b3079-897a-4be7-ab0b-2452fe182ca8,Quyền lợi khi dùng thẻ Saigon Centre Takashimaya Vietcombank VCB?,Saigon Centre Takashimaya Vietcombank,benefit,card,True,1
95c12850-a3a3-4c50-93ef-491d670bb202,Tôi cần đáp ứng điều kiện gì để mở thẻ Saigon Centre Takashimaya Vietcombank?,Saigon Centre Takashimaya Vietcombank,condition,card,True,1
6dd49cd3-86fa-40a6-8ef1-2e22f01f82eb,Giới thiệu về thẻ Saigon Centre Takashimaya Vietcombank của Vietcombank?,Saigon Centre Takashimaya Vietcombank,overview,card,True,1
15bdbbe1-ae50-4d10-8e4e-859d7937935c,Thẻ Saigon Centre Takashimaya Vietcombank mất phí bao nhiêu mỗi năm?,Saigon Centre Takashimaya Vietcombank,fee,card,True,1
b8db114d-8473-4205-929d-d43f3c62fc5f,Thông tin về thẻ Danh sách thẻ tín dụng ngừng phát hành mới VCB?,Danh sách thẻ tín dụng ngừng phát hành mới,,card,True,1
10223ace-c38b-41a7-86cf-16cafe4676d9,"Khách hàng nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM/POS/chi tiêu online, KH không biết nguyên nhân vì sao?",,__qa__,card,True,1
e89d613f-7bf5-4197-a606-1280dcc29766,"Tôi bị nuốt thẻ tại ATM, tôi cần phải làm gì để nhận lại được thẻ?",,__qa__,card,True,1
66b60684-68d5-48c1-acfe-f2806be4bdef,"Tôi bị mất thẻ, đã báo khóa thẻ qua Hotline bây giờ tôi đã tìm được thẻ, có nhu cầu mở khóa thẻ thì phải làm như nào?",,__qa__,card,True,1
994851c1-a245-4c5e-9669-68afecc7946f,"Khi bị mất thẻ, tôi có thể báo khóa thẻ qua VCB thông qua những hình thức nào?",,__qa__,card,True,1
f811f055-707d-4acd-96b5-438c33d09afc,Tại sao buổi tối tôi chỉ thực hiện rút tiền được 2 giao dịch thành công tại cây ATM của ngân hàng khác?,,__qa__,card,True,1
a5beb703-da29-4841-adcd-4e330bf290cd,Tôi muốn kiểm tra hạn mức còn lại của thẻ tín dụng mà không muốn tới ngân hàng thì có thể kiểm tra qua đâu?,,__qa__,card,True,1
64666b8f-0f7b-4089-9de8-6617c96e0bc6,"Trường hợp tài khoản tiền gửi của tôi tại Vietcombank là tài khoản ngoại tệ, tôi có thể dùng tài khoản này để thanh toán số dư VNĐ trên tài khoản Thẻ tín dụng không?",,__qa__,card,True,1
7f58a0be-cc92-45a5-8631-9a4df4568d1d,VCB có quy định hạn mức đối với các loại giao dịch được thực hiện trên ATM hay không? Hạn mức đó là bao nhiêu?,,__qa__,card,True,1
540fa4c2-6c42-41b8-aaee-71fbd3b0fbed,"Nếu đến ngày đề nghị thanh toán, khách hàng chỉ thanh toán số tiền tối thiểu thì có được không?",,__qa__,card,True,1
bd8f265f-b9d6-419c-ab2f-855c3ef6ac7f,Tôi có thể đăng ký dịch vụ trích nợ tự động bằng cách nào?,,__qa__,card,True,1
af4c3ccd-98a4-4a1f-9582-acfea5575adf,Số tiền thanh toán tối thiểu của mỗi kỳ sao kê tôi phải thanh toán được tính như thế nào?,,__qa__,card,True,1
c3317c57-33dc-4ab7-8160-401f93519cd6,"Tôi không nhận được OTP để liên kết thẻ, tôi phải làm sao?",,__qa__,card,True,1
27397eec-5cf5-45c7-9690-1a7d3c28d1ec,"Tôi đã thực hiện thanh toán trên Ứng dụng MOCA thành công (và đã có tin nhắn thông báo trừ tiền từ VCB), tuy nhiên người bán hàng nói rằng không nhận được thông tin thanh toán của tôi, tôi phải làm sa",,__qa__,card,True,1
e5a95c8f-c5ff-4e29-9fa8-115a19a4f9f8,"Khi điện thoại di động bị mất, thất lạc, hư hỏng hoặc phát hiện, nghi ngờ có hiện tượng truy cập trái phép vào Ứng dụng MOCA, hoặc nghi ngờ thông tin tài khoản của Người dùng không còn bảo mật, tôi nê",,__qa__,card,True,1
a5376bf3-f3ba-4f8f-ab2a-a79bafe9ef73,Quy định về cách thức xác thực giao dịch thẻ VCB trên ứng dụng MOCA như thế nào?,,__qa__,card,True,1
452d790d-f733-4402-936e-ba4421850778,"Tối đa 1 ngày tôi có thể sử dụng dịch vụ thanh toán thẻ VCB- MOCA để thanh toán hàng hóa dịch vụ bao nhiêu lần, hạn mức bao nhiêu?",,__qa__,card,True,1
36f5003f-69ed-4717-a354-93bbcacdbf6c,Tôi có thể liên kết bao nhiêu thẻ VCB trên Ứng dụng MOCA?,,__qa__,card,True,1
f05b686a-7ef5-4e02-a1f2-78d6c2bd393b,"Tôi muốn sử dụng Dịch vụ thanh toán thẻ qua di động VCB – MOCA, tôi phải đăng ký như thế nào?",,__qa__,card,True,1
0ad27f37-881b-4b06-bd6f-859213ae7052,Thẻ của tôi có thể vô tình thực hiện giao dịch không tiếp xúc nếu tôi đi qua thiết bị đọc thẻ không tiếp xúc không?,,__qa__,card,True,1
46110ebc-19ca-4ae6-bfc9-e90698f1dbbd,Tôi nhận được tin nhắn thông báo khi giao dịch thẻ tín dụng là hạn mức khả dụng tạm tính? Giải thích giúp tôi,,__qa__,card,True,1
76012baf-bfbe-47dc-a9ee-bb4cbdac702d,"Khi đến hạn thanh toán, tôi phải làm thế nào để thanh toán sao kê Thẻ tín dụng?",,__qa__,card,True,1
3ee007dc-978b-4b41-9a80-4d91972c734b,"Tôi bị quên mã PIN thẻ của mình, tôi phải làm thế nào để được cấp lại PIN?",,__qa__,card,True,1
c3dfbe8d-d15a-485a-b5ea-f60ca89790a1,Tôi phải trả những khoản phí nào khi rút tiền từ thẻ tín dụng tại máy ATM?,,__qa__,card,True,1
3a69fc72-d6ab-4db9-9062-f3bf4b976d08,"Tôi nhận thẻ (tín dụng/ghi nợ) nhưng không sử dụng được tại ATM, tôi không biết nguyên nhân vì sao?",,__qa__,card,True,1
0ae2af22-1459-4111-9317-5281d2bd760c,Thẻ không tiếp xúc có an toàn không?,,__qa__,card,True,1
f4e39668-cf7c-44b2-b879-66615345baf7,Tôi nên đặt thẻ không tiếp xúc cách thiết bị chấp nhận thẻ bao xa?,,__qa__,card,True,1
c28dd5e6-286b-4b93-ab0f-0194281f00ff,Tôi có thể sử dụng thẻ không tiếp xúc tại các thiết bị chấp nhận thẻ không có biểu tượng không tiếp xúc được không?,,__qa__,card,True,1
cf88bc67-9a92-4a43-8ca8-af5478a1a0ec,Tôi có thể thực hiện thanh toán không tiếp xúc ở đâu?,,__qa__,card,True,1
01161a10-3fa9-463f-a9f7-925a4289cecd,Tôi có cần bảo quản thẻ không tiếp xúc như thế nào?,,__qa__,card,True,1
b30c1c30-e017-4c90-97f5-de58d35bcaec,Vì sao một số giao dịch thẻ không tiếp xúc không cần ký/ nhập PIN?,,__qa__,card,True,1
1e1f75fd-05e6-4c40-aacd-ca9d03e38a98,Vì sao tôi nên sử dụng thẻ không tiếp xúc?,,__qa__,card,True,1
ed702a3f-c7a1-4e77-8976-f9472d13b00b,Làm sao tôi biết thẻ của tôi có phải thẻ không tiếp xúc không?,,__qa__,card,True,1
b976496a-cfea-4b54-a5e1-65dcac7cf43f,Thẻ không tiếp xúc là gì?,,__qa__,card,True,1
f6f12e75-434f-43b2-baf0-ed8b12b17cd2,Thế nào là thẻ chip? Đâu là điểm khác biệt giữa thẻ chip và thẻ băng từ? Thẻ Vietcombank hiện là thẻ chip hay thẻ từ?,,__qa__,card,True,1
bf6b4bc0-17ed-4bc2-99f8-545106537a31,"Khách hàng là chủ thẻ Ngân hàng khác phát hành, KH phải làm gì khi gặp sự cố giao dịch không thành công tại máy ATM của VCB nhưng tài khoản thẻ vẫn bị trừ tiền",,__qa__,card,True,1
f8cd3d00-9dec-4425-8d08-927245ae2a3c,Thẻ tín dụng công ty của Vietcombank có thẻ phụ không?,,__qa__,card,True,1
16b935df-a450-481b-9d26-e9740335efc4,Tôi muốn đăng ký thẻ tín dụng công ty cho nhân viên của tôi. Vietcombank có cung cấp thẻ tín dụng công ty không?,,__qa__,card,True,1
fd818a06-5c10-4a24-9906-3d42cb5d3655,Chủ thẻ phụ có cần phải chứng minh thu nhập hay không?,,__qa__,card,True,1
018b3b07-11a4-4370-8af2-a82df57a5e5d,Thẻ tín dụng Vietcombank có hiệu lực trong bao lâu?,,__qa__,card,True,1
6fd17022-de37-4cd0-aec3-89db1ca22dc6,"Khi thẻ Vietcombank bị thất lạc hoặc bị đánh cắp, tôi nên làm gì?",,__qa__,card,True,1
4239482b-59f0-48a1-bae4-9d7ca9ee6192,"Nếu tôi thanh toán muộn hơn thời hạn thông báo trên sao kê của ngân hàng, tôi sẽ phải trả các khoản phí/ lãi như thế nào?",,__qa__,card,True,1
f60264be-d451-48bb-8e42-1557693bd387,Tôi không muốn sử dụng thẻ Vietcombank trên ứng dụng Moca nữa thì làm thế nào?,,__qa__,card,True,1
14d5b022-d687-4085-8a56-5fa839ae651e,Ngân hàng quy định thời gian miễn lãi của các thẻ tín dụng như thế nào?,,__qa__,card,True,1
14c304c4-7b2b-4b70-9bd6-2f5faf3e7b1a,Làm thế nào để tôi có thể sử dụng thẻ bảo mật và an toàn?,,__qa__,card,True,1
9a982085-5520-43fb-a45f-49d2e7c1fc3b,Tôi có thể tham khảo thông tin về biểu phí của thẻ ở đâu?,,__qa__,card,True,1
184a8e57-bcd6-495c-93a2-93941691cb64,"Sau khi được Vietcombank cấp hạn mức tín dụng để phát hành thẻ, tôi có thể đề nghị thay đổi hạn mức tín dụng của mình được không?",,__qa__,card,True,1
1cc1dd31-d02a-4b16-9677-e9c6afa4e58a,Hạn mức của thẻ tín dụng Vietcombank được cấp cho khách hàng ra sao?,,__qa__,card,True,1
476249db-d996-49e7-bbc1-db36c66f13b5,"Khi phát hành thẻ tín dụng của Vietcombank, ngân hàng phát cho tôi mã PIN, mã PIN này để làm gì?",,__qa__,card,True,1
91d9d556-7062-4c93-adbb-2f917bf9e96e,Tôi không có đủ chứng từ để chứng minh thu nhập nhưng vẫn muốn đăng ký thẻ tín dụng Vietcombank. Trong trường hợp này tôi nên làm thế nào?,,__qa__,card,True,1
802afb59-35b2-4220-b135-a57cb4ee7432,Tôi cần những giấy tờ chứng minh thu nhập gì để có thể phát hành thẻ tín dụng Vietcombank?,,__qa__,card,True,1
d5e3c59d-fbe7-405c-ac6b-e45a66a8854b,"Tôi muốn phát hành thẻ tại Vietcombank, tôi cần chuẩn bị những giấy tờ gì?",,__qa__,card,True,1
0f2c9678-6ae8-4d34-bbcb-5c2d18b0bcd0,"Khi thực hiện giao dịch tại ATM của VCB, tôi thấy ATM có dấu hiệu bị phá hoại, mất thiết bị che bàn phím, khe đọc thẻ kẹt, v.v. , tôi phải làm gì?",,__qa__,card,True,1
c5502460-a12d-4870-a9bd-0b197c2e7942,Thẻ tín dụng quốc tế nói chung của Vietcombank và thẻ tín dụng quốc tế Đồng thương hiệu Vietcombank có khác biệt gì?,,__qa__,card,True,1
17dc68ff-8551-4e4f-8901-026ac08f935e,Vietcombank đã phát hành thẻ tín dụng đồng thương hiệu nào?,,__qa__,card,True,1
690e6e31-55f1-4fb7-b648-3796d59973bc,Thẻ tín dụng và thẻ thanh toán của Vietcombank có điểm gì khác biệt?,,__qa__,card,True,1
30725464-b40a-46c3-a7f2-d808191dfd8f,Vietcombank hiện đang phát hành thẻ tín dụng mang thương hiệu nào?,,__qa__,card,True,1
79f616ef-3680-41f1-a0c7-c0b52a5edd7f,Những thắc mắc không được liệt kê ở đây thì sao?,,__qa__,card,True,1
57bf9d5b-82e5-4b7e-b4a2-d578384f0227,"Tôi không sử dụng thẻ, nhưng lại nhận được tin nhắn báo phát sinh giao dịch. Tôi cần phải làm gì? Tôi có thể nhận lại số tiền đã phát sinh không?",,__qa__,card,True,1
cf1623eb-c395-47de-ac58-27c8f7674552,Vì sao tôi thanh toán sao kê thẻ tín dụng trên VCB Digibank trên trình duyệt web/trên ứng dụng mobile của VCB đúng ngày đến hạn nhưng vẫn bị tính là thanh toán không đúng hạn?,,__qa__,card,True,1
0b30201b-4f2d-4e77-be6c-6cc04419ff6c,Thông tin mã nước của đơn vị chấp nhận thẻ nằm ở đâu? Làm sao Khách hàng có thể biết được mã nước của đơn vị chấp nhận thẻ?,,__qa__,card,True,1
4b95dbbf-f057-4dbb-aebc-672d7512c7bf,Tại sao Khách hàng thực hiện giao dịch thẻ trong nước bằng VND nhưng vẫn áp dụng Phí xử lý giao dịch nội tệ tại nước ngoài?,,__qa__,card,True,1
387f027c-9ccb-42d6-a417-105b3c04a58b,Phí xử lý giao dịch nội tệ tại nước ngoài được tính như thế nào?,,__qa__,card,True,1
9e574dfa-6424-4338-bae3-8562e9f0ce9f,Phí xử lý giao dịch nội tệ tại nước ngoài được áp dụng cho loại thẻ nào?,,__qa__,card,True,2
bf28e085-8ab6-41b5-9769-1e40dd4e7d77,Tính năng bảo mật 3D Secure là gì?,,__qa__,card,True,1
44062c5c-a9de-4eb7-9666-cc753799c2c3,Tôi có cần đăng ký gì với ngân hàng để thẻ của tôi được áp dụng 3D Secure khi thanh toán không?,,__qa__,card,True,1
c22eedef-1b51-454d-9e2a-75f335c27f29,Phí xử lý giao dịch nội tệ tại nước ngoài đối với thẻ tín dụng quốc tế là phí gì,,__qa__,card,True,1
7e3a8d16-86f1-46f5-97a5-6e2721f10018,Loại giao dịch nào sẽ áp dụng Phí xử lý giao dịch nội tệ tại nước ngoài?,,__qa__,card,True,1
083a4a2d-678c-4f74-ba79-10c2f7815cf0,Phí xử lý giao dịch nội tệ tại nước ngoài có tính cho giao dịch bằng ngoại tệ khác VND của Thẻ TDQT/GNQT Vietcombank tại nước ngoài không?,,__qa__,card,True,1
cac30a49-30b1-408d-a27a-c78d83b2bede,Tôi có thể liên kết những loại thẻ nào của VCB trên Ứng dụng MOCA?,,__qa__,card,True,1
